id,body part,target_area,name,equipment,level,description,gif_link
182,legs,Hamstrings,Resistance Band Leg Curl,Band,Beginner,Simulates lying leg curl for back thigh muscles.,https://cdnl.iconscout.com/lottie/premium/preview-watermark/man-doing-resistance-band-lying-leg-curl-exercise-for-leg-animation-gif-download-10108827.mp4
183,legs,Glutes,Barbell Hip Thrust,Barbell,Intermediate,Top glute builder emphasizing contraction at the top.,https://i.makeagif.com/media/11-07-2015/7B_AAi.gif
184,legs,Glutes,Cable Kickback,Cable,Intermediate,Isolates the glutes with controlled cable resistance.,https://i.makeagif.com/media/9-03-2024/xb7iBN.gif
185,legs,Glutes / Hamstrings,Glute Bridge,Bodyweight,Beginner,Strengthens glutes and core using bodyweight.,https://media2.giphy.com/media/v1.Y2lkPTc5MGI3NjExc2NnNGk5aWQwdzg5MDM5NHB3eWE5c2cwNzh0NWNxZ242MmtqejR1eCZlcD12MV9pbnRlcm5hbF9naWZfYnlfaWQmY3Q9Zw/U1azrdYvCqgMUmLbkU/giphy.gif
186,legs,Glutes,Resistance Band Kickback,Band,Beginner,Glute-focused movement that improves tone and control.,https://cdnl.iconscout.com/lottie/premium/preview-watermark/man-doing-resistance-band-glute-kickback-exercise-for-leg-animation-gif-download-10108826.mp4
187,legs,Glutes / Hamstrings,Resistance Band Hip Thrust,Band,Intermediate,Enhances glute activation during thrust motion.,https://i.makeagif.com/media/6-17-2020/lL8u9z.gif
188,legs,Quadriceps / Glutes,Dumbbell Step-Up,Dumbbell,Intermediate,Builds leg power and balance.,https://i.makeagif.com/media/5-17-2025/Acfxp-.gif
189,legs,Glutes / Hamstrings,Donkey Kick,Bodyweight,Beginner,Great isolation move for glute activation.,https://i.makeagif.com/media/7-30-2015/qRSCN8.gif
190,legs,Glutes / Hamstrings,Cable Pull-Through,Cable,Intermediate,Great for posterior chain and hip drive.,https://i.makeagif.com/media/9-06-2024/KuCT9k.gif
191,legs,Calves,Standing Calf Raise (Machine),Machine,Beginner,Builds the gastrocnemius portion of the calves.,https://i.makeagif.com/media/8-16-2023/NfU_O4.gif
192,legs,Calves,Seated Calf Raise (Machine),Machine,Beginner,Focuses on the soleus part of the calf muscle.,https://i.makeagif.com/media/7-28-2015/hji16X.gif
193,legs,Calves,Dumbbell Calf Raise,Dumbbell,Beginner,Simple calf strengthening exercise with dumbbells.,https://i.makeagif.com/media/5-01-2015/XDYrlP.gif
194,legs,Calves,Standing Calf Raise (Bodyweight),Bodyweight,Beginner,Effective calf builder using bodyweight resistance.,https://i.makeagif.com/media/7-28-2015/-PGUjk.gif
195,legs,Abductors (Outer Thighs),Hip Abductor Machine,Machine,Beginner,Targets the outer hip and thigh muscles.,https://i.makeagif.com/media/9-28-2023/HfjspN.gif
196,legs,Adductors (Inner Thighs),Hip Adductor Machine,Machine,Beginner,Works the inner thigh for stability and balance.,https://gymvisual.com/img/p/2/4/9/4/6/24946.gif
197,legs,Abductors (Outer Thighs),Glute Cable Abduction,Cable,Beginner,Strengthens hip stabilizers and outer thighs.,https://cdnl.iconscout.com/lottie/premium/thumb/man-doing-cable-hip-abduction-exercise-for-legs-animation-gif-download-9265218.mp4
198,legs,Adductors (Inner Thighs),Glute Cable Adduction,Cable,Beginner,Focuses on inner thigh contraction and control.,https://api.smartworkout.app/asset/video/75694192-2ab2-47af-a3be-c68dc401b852.mp4
199,legs,Abductors / Glutes,Resistance Band Lateral Walk,Band,Beginner,Activates glute medius and outer thighs.,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/Banded-Side-Step.gif?resize=600%2C600&ssl=1
200,abs,Upper Abs,Crunch,Bodyweight,Beginner,Classic ab exercise focusing on the upper section of the abs.,https://media1.tenor.com/m/I-oGBadVdQkAAAAd/abs-exercise.gif
201,abs,Upper Abs,Sit-Up,Bodyweight,Beginner,Full range movement strengthening the entire core.,https://media1.tenor.com/m/al5TfkZTwjIAAAAC/workout-abs.gif
202,abs,Upper Abs,Cable Crunch,Cable,Intermediate,Adds resistance to upper ab movement for muscle growth.,https://i.makeagif.com/media/3-31-2019/kMYG5R.gif
203,abs,Upper Abs,Machine Crunch,Machine,Beginner,Stable movement for isolating upper abs with support.,https://i.makeagif.com/media/5-02-2015/B3JuVd.gif
204,abs,Upper Abs,Decline Crunch,Bodyweight,Intermediate,Increases difficulty by extending range of motion.,https://cdnl.iconscout.com/lottie/premium/preview-watermark/man-doing-dumbbell-weighted-decline-sit-up-exercise-for-abs-animation-gif-download-8853036.mp4
205,abs,Lower Abs,Reverse Crunch,Bodyweight,Beginner,Targets lower abs by lifting hips off the ground.,https://i.pinimg.com/originals/2b/d9/92/2bd992e5e17a6f6bacb05126adb22792.gif
206,abs,Lower Abs,Leg Raise (Hanging or Lying),Bodyweight,Intermediate,Focuses on the lower abdominal region.,https://media4.giphy.com/media/pWiVMJ0bMMizrlNeDG/giphy.gif
207,abs,Lower Abs,Knee Raise (Hanging / Captains Chair),Bodyweight,Intermediate,Builds strong lower abs and hip flexors.,https://static.wixstatic.com/media/00b9a7_ad4c355a258f4c0a8c6b6b8b1097fbb1~mv2.gif
208,abs,Lower Abs,Cable Leg Raise,Cable,Intermediate,Controlled resistance for lower abs using ankle straps.,https://gymvisual.com/img/p/1/4/8/2/9/14829.gif
209,abs,Lower Abs,Flutter Kicks,Bodyweight,Beginner,Continuous leg motion activating lower abs.,https://app.gogain.me/wp-content/uploads/2023/10/flutter_kicks.gif
210,abs,Lower Abs,Scissor Kicks,Bodyweight,Beginner,Engages lower abs with alternating leg motion.,https://media.self.com/photos/6079f984d9d5c0019d5f36dd/master/w_320%2Cc_limit/scissor-kicks-Amanda_055.gif
211,abs,Upper / Lower Abs,V-Up,Bodyweight,Advanced,Advanced movement engaging entire core.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/workouts/2016/08/vupfull-1472154765.gif?resize=980:*
212,abs,Lower Abs / Obliques,Mountain Climber,Bodyweight,Intermediate,Dynamic core exercise also improving cardio.,https://i.gifer.com/origin/35/35cbae648fd2208845969a0e4254f413.gif
213,abs,Transverse Abdominis,Plank,Bodyweight,Beginner,Builds deep core stability and posture.,https://www.inspireusafoundation.org/wp-content/uploads/2022/11/body-saw-plank.gif
214,abs,Obliques / Transverse Abdominis,Side Plank,Bodyweight,Intermediate,Strengthens side core and stabilizers.,https://th.bing.com/th/id/R.3186b29512a53ca21e0a237bf691a755?rik=ead72IlcU0an0A&pid=ImgRaw&r=0
215,abs,Transverse Abdominis / Glutes,Plank with Leg Lift,Bodyweight,Intermediate,Adds glute engagement to core stability work.,https://gymvisual.com/img/p/1/5/0/8/5/15085.gif
216,abs,Obliques,Russian Twist,Bodyweight,Intermediate,Rotational move focusing on side abs.,https://static.wixstatic.com/media/c94d75_88e076d90f374a23bd4a62b26ad2ba80~mv2.gif
217,abs,Obliques / Transverse Abdominis,Cable Woodchopper,Cable,Intermediate,Rotational exercise for strong obliques.,https://media.giphy.com/media/v1.Y2lkPTc5MGI3NjExOTB3cHRseGN1djFiZGgzbHIybXBxaW0yNHpoZ3lnZmJpMG9yZTEzNCZlcD12MV9pbnRlcm5hbF9naWZfYnlfaWQmY3Q9Zw/q704dYZspgoWE3e4QB/giphy.gif
218,abs,Obliques,Oblique Crunch (Side Crunch),Bodyweight,Beginner,Targets side ab muscles effectively.,https://th.bing.com/th/id/R.aeda2bf83d3a94e190d58ec01a096f2f?rik=tUmomI5tEc4UAA&pid=ImgRaw&r=0
219,abs,Obliques,Side Bend (Dumbbell),Dumbbell,Beginner,Simple isolation exercise for obliques.,https://barbend.com/wp-content/uploads/2024/03/dumbbell-side-bend-barbend-movement-gif-masters.gif
220,abs,Obliques / Lower Abs,Hanging Oblique Raise,Bodyweight,Advanced,Challenging movement for side and lower abs.,https://i.pinimg.com/originals/86/ae/c0/86aec0ecc998e212ac085fdae7530e26.gif
221,abs,Transverse Abdominis / Upper Abs,Ab Wheel Rollout,Equipment,Advanced,Builds core depth and strength using ab wheel.,https://th.bing.com/th/id/R.841861bc144091e7bb3f556e46c5e6af?rik=6dZHOuWlBEQztA&riu=http%3a%2f%2fi1.wp.com%2fworkouttrends.com%2fwp-content%2fuploads%2f2013%2f10%2fab-wheel-rollout-1.gif&ehk=6MkQ6GRiqIUXYGWrA2mYdpOXkbZyjIRXJ6PU1vZBiv4%3d&risl=&pid=ImgRaw&r=0
222,abs,Upper Abs / Transverse Abdominis,Stability Ball Crunch,Equipment,Intermediate,Adds instability to engage deep core.,https://cdn.shopify.com/s/files/1/0449/8453/3153/files/Stability_Ball_Crunches_800x.gif?v=1732003354
223,abs,Lower Back / Core,Bird Dog,Bodyweight,Beginner,Improves lower back balance and core control.,https://th.bing.com/th/id/R.6f968de02933a7518bfdd043ee7bab3a?rik=JYM83xpkIk9NVw&riu=http%3a%2f%2fwww.healthandtrend.com%2fwp-content%2fuploads%2f2017%2f02%2fbird-dogs-exercise-illustration.gif&ehk=HgvpX09Utr7aEZD8YiUdChLnsQd84bjjsSEmq0PDTRs%3d&risl=&pid=ImgRaw&r=0
224,abs,Lower Back,Superman,Bodyweight,Beginner,Strengthens erector spinae and lower back muscles.,https://cdn.jefit.com/assets/img/exercises/gifs/94.gif
225,abs,Lower Back,Back Extension (Machine or Bench),Machine,Intermediate,Controlled movement to strengthen lower back.,https://cdn.jefit.com/assets/img/exercises/gifs/1259.gif
226,abs,Lower Back / Hamstrings,Good Morning,Barbell,Advanced,Works lower back and posterior chain together.,https://gifdb.com/images/high/good-morning-exercise-doing-barbell-back-squat-omqra9ob29fw73oz.gif
227,abs,Transverse Abdominis,Dead Bug,Bodyweight,Beginner,Excellent for core control and spine safety.,https://hw.qld.gov.au/wp-content/uploads/2015/07/29_M_WIP02.gif
228,abs,Transverse Abdominis / Obliques,Pallof Press,Cable,Intermediate,Anti-rotation exercise improving deep core stability.,https://barbend.com/wp-content/uploads/2020/12/pallof-press-barbend-movement-gif-masters.gif
229,cardio,Running / Full Body,Treadmill Running,Machine,Beginner,Controlled running workout on treadmill for endurance.,https://mir-s3-cdn-cf.behance.net/project_modules/max_1200/8945b0176219235.64c11350dbe8b.gif
230,cardio,Running / Full Body,Outdoor Running,None,Beginner,Improves cardiovascular health and stamina.,https://media.giphy.com/media/iFGhsoee2xTOM/giphy.gif
231,cardio,Running / Lower Body,Sprints (Track or Treadmill),None,Intermediate,Short bursts for fat burning and explosive power.,https://barbend.com/wp-content/uploads/2024/02/treadmill-run-sprint-barbend-movement-gif-masters.gif
232,cardio,Running / Glutes / Hamstrings,Incline Running,Treadmill,Intermediate,Builds strength and endurance using incline.,https://gymvisual.com/img/p/1/4/4/5/7/14457.gif
233,cardio,Running / Conditioning,Interval Running,None,Intermediate,Alternates between fast and slow pace for HIIT-style cardio.,https://images.ctfassets.net/473zoc40547p/6itfJn5WCBlG3sskeKU8Wt/a483c2ba766348385fc5cf2753bcba48/3_-_Dynamic_Stretches_Exercise_Tutorial_High_Knees_360x360.gif
234,cardio,Cycling / Lower Body,Cycling (Stationary Bike),Machine,Beginner,Low-impact cardio improving leg endurance.,https://post.greatist.com/wp-content/uploads/sites/2/2019/05/SETTING-UP-CYCLING-BIKE_BAD-FORM_IN-SADDLE_GRAIN.gif
235,cardio,Cycling / Lower Body,Outdoor Cycling,Equipment,Intermediate,Builds leg strength and improves cardiovascular fitness.,https://i.pinimg.com/originals/21/95/85/219585ff9dcb5b9969344ba083041a59.gif
236,cardio,Cycling / Lower Body,Spin Class (Indoor Cycling),Machine,Intermediate,High-intensity group cycling workout.,https://media.post.rvohealth.io/wp-content/uploads/sites/2/2019/05/SETTING-UP-CYCLING-BIKE_BAD-FORM_RIDING-WITH-SWAY_GRAIN.gif
237,cardio,Jump Rope / Full Body,Jump Rope (Basic),Equipment,Beginner,Improves coordination and burns calories effectively.,https://www.spotebi.com/wp-content/uploads/2014/10/jump-rope-exercise-illustration.gif
238,cardio,Jump Rope / Full Body,Jump Rope (Double Unders),Equipment,Advanced,D:\Recording 2025-11-17 130529.gif,https://www.nerdfitness.com/wp-content/uploads/2020/02/jump-rope-double-unders.gif
239,cardio,Jump Rope / Full Body,Jump Rope (Alternating Feet),Equipment,Intermediate,Improves agility and endurance.,D:\Recording 2025-11-17 130559.gif
241,cardio,HIIT / Full Body,Burpees,Bodyweight,Intermediate,Explosive exercise improving strength and cardio together.,https://th.bing.com/th/id/R.fc8a230c037b69697faac61ce7f5315d?rik=6QbEhN6h8rYAxg&pid=ImgRaw&r=0
242,cardio,HIIT / Legs,Jump Squats,Bodyweight,Intermediate,Builds power and endurance in legs while elevating heart rate.,"https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/workouts/2016/03/bodyweightsquatjump-1457041758.gif?crop=1xw:1xh;center,top&resize=480:*"
243,cardio,HIIT / Core,Mountain Climbers,Bodyweight,Intermediate,Combines cardio and core work for full-body burn.,https://th.bing.com/th/id/R.675053d66cd2b4b26a0ebee1ec7424b7?rik=jFE1WjMAf46N6w&pid=ImgRaw&r=0
244,cardio,HIIT / Upper Body,Battle Ropes,Equipment,Intermediate,"Improves endurance, explosiveness, and coordination.",https://hips.hearstapps.com/ame-prod-menshealth-assets.s3.amazonaws.com/main/assets/battlerope.gif?resize=480:*
245,cardio,Rowing / Full Body,Rowing Machine,Machine,Beginner,"Engages legs, back, and arms for balanced cardio.",https://www.rowbustfit.com/wp-content/uploads/2023/01/rowing-animation.gif
246,cardio,Glutes / Hamstrings / Conditioning,Stair Climber,Machine,Beginner,Builds leg endurance and cardiovascular fitness.,https://fitnessprogramer.com/wp-content/uploads/2021/10/Walking-on-Stepmill.gif
247,cardio,Full Body / Conditioning,Elliptical Trainer,Machine,Beginner,Low-impact cardio machine for all levels.,https://fitnessvolt.com/cal-assets/fitnessvolt-elliptical-woman-slow.gif
248,cardio,HIIT / Lower Body,High Knees,Bodyweight,Beginner,Increases heart rate and coordination quickly.,https://i.pinimg.com/originals/c1/9f/2c/c19f2c2bac0ca09f2381fb8281c8d1f0.gif
249,cardio,HIIT / Full Body,Jumping Jacks,Bodyweight,Beginner,Simple yet effective warm-up and cardio move.,https://th.bing.com/th/id/R.1e4c5b8b519eb9407926138d06587cba?rik=ZzRWVDgjrNMjrw&pid=ImgRaw&r=0
250,cardio,Cycling / HIIT,Sprint Intervals on Bike,Machine,Intermediate,Combines sprint and rest intervals for max calorie burn.,https://media.tenor.com/394Tf4s9fPEAAAAM/fitness-piera.gif
251,cardio,Rowing / HIIT,Rowing Intervals,Machine,Intermediate,Combines power and endurance for full-body conditioning.,https://www.rowbustfit.com/wp-content/uploads/2023/01/rowing-animation.gif
252,cardio,HIIT / Full Body,Shadow Boxing,Bodyweight,Intermediate,Boosts coordination and cardio while engaging core.,https://fitnessprogramer.com/wp-content/uploads/2023/09/shadow-boxing-workout.gif
253,cardio,Running / HIIT,Treadmill HIIT (Sprints + Walk),Machine,Intermediate,Alternates high-speed sprints with active recovery.,https://mir-s3-cdn-cf.behance.net/project_modules/max_1200/8945b0176219235.64c11350dbe8b.gif
254,cardio,Running / HIIT,Hill Sprints,Outdoor,Advanced,"Builds leg power, endurance, and explosive strength.",https://i.makeagif.com/media/8-26-2018/RMBWPg.gif
255,neck,Front Neck (Flexion),Neck Flexion (Bodyweight),Bodyweight,Beginner,Lie on your back and lift your head forward to strengthen the front neck.,D:\Recording 2025-11-17 121649.gif
256,neck,Rear Neck (Extension),Neck Extension (Bodyweight),Bodyweight,Beginner,Lie face down and raise your head up to engage rear neck muscles.,https://i0.wp.com/vybeclub.au/wp-content/uploads/2024/11/Prone-Cervical-Extension-vybefitness.gif?fit=360%2C360&ssl=1
257,neck,Side Neck (Lateral Flexion),Lateral Neck Flexion (Bodyweight),Bodyweight,Beginner,Tilt head side-to-side to strengthen lateral neck muscles.,https://sworkit.com/wp-content/uploads/2022/02/ezgif.com-gif-maker.gif
258,neck,Neck Rotation / Mobility,Neck Rotation (Bodyweight),Bodyweight,Beginner,Gently rotate the neck left to right for flexibility and control.,https://sworkit.com/wp-content/uploads/2022/02/ezgif.com-gif-maker-1.gif
259,neck,Front Neck (Flexion),Neck Flexion (Plate Resistance),Equipment (Weight Plate),Intermediate,Hold a plate on your forehead and move your head forward to add resistance.,https://cdn.jefit.com/assets/img/exercises/gifs/425.gif
260,neck,Rear Neck (Extension),Neck Extension (Plate Resistance),Equipment (Weight Plate),Intermediate,Hold a plate behind your head while lifting for neck strengthening.,https://sworkit.com/wp-content/uploads/2022/02/ezgif.com-gif-maker.gif
261,neck,Side Neck (Lateral Flexion),Lateral Neck Flexion (Plate Resistance),Equipment (Weight Plate),Intermediate,Use a plate on the side of the head to strengthen neck stabilizers.,https://i0.wp.com/b-reddy.org/wp-content/uploads/2017/07/neck-lateral-flexion-left-plate.gif?fit=320%2C180&ssl=1
262,neck,Rear Neck (Extension),Neck Harness Extension,Equipment (Neck Harness),Intermediate,Uses harness attached to weights for resistance training.,https://gymvisual.com/img/p/1/0/4/9/1/10491.gif
263,neck,Front Neck (Flexion),Neck Harness Flexion,Equipment (Neck Harness),Intermediate,Strengthens front neck using weighted harness.,https://gymvisual.com/img/p/1/0/4/7/6/10476.gif
264,neck,Full Neck (All Directions),Isometric Neck Press (Against Hand or Wall),Bodyweight,Beginner,Press head gently against hand or wall for static strength.,https://gymvisual.com/img/p/2/3/9/8/7/23987.gif
265,neck,Front Neck (Flexion),Resistance Band Neck Flexion,Band,Beginner,Strengthens neck using elastic band tension.,https://b-reddy.org/wp-content/uploads/2017/07/neck-flexion-training-band-exercise.gif
266,neck,Rear Neck (Extension),Resistance Band Neck Extension,Band,Beginner,Builds rear neck muscles through band resistance.,https://b-reddy.org/wp-content/uploads/2017/07/neck-extension-band-training-exercise.gif
267,neck,Side Neck (Lateral Flexion),Resistance Band Lateral Flexion,Band,Beginner,Improves neck stability with side tension.,https://b-reddy.org/wp-content/uploads/2017/07/neck-lateral-flexion-band-exercise.gif
268,neck,Full Neck / Rear Neck,Bridge (Wrestler’s Bridge),Bodyweight,Advanced,Builds strong posterior neck and balance (used in wrestling).,https://media0.giphy.com/media/v1.Y2lkPTc5MGI3NjExazQwZ2tteGV3eDFyamY5Z2xmNzVlcm1tMnhqMWJkdGM5bDl1YjA5diZlcD12MV9pbnRlcm5hbF9naWZfYnlfaWQmY3Q9Zw/7EeEk7QIUVKbV5RWzn/giphy.gif
269,neck,Front Neck,Reverse Bridge (Front Bridge),Bodyweight,Advanced,Strengthens front neck and cervical control.,https://images.squarespace-cdn.com/content/v1/5ea57caad08f387b2e9827bd/e40119bc-5e33-41dc-9690-4bcde391c42b/Headstand+bridge+press+to+full+bridge.gif
